"","customer_id","cont_subs","sex","counties","series_hour","movie_hour","age","watch_medium","household","gift","income","cont_watch","dear_john","genre","facebook_lean","diehard"
"32","cust32","Yes","Male","Kings",0,12,28,"Mobile","Shared Subs","No",4900,0,5,"Documentary","Left","Yes"
"33","cust33","Yes","Male","Los Angeles",6,6,25,"Mobile","Family","Yes",6000,0,4,"Documentary","Left","Yes"
"34","cust34","Yes","Male","Napa",7,13,22,"Mobile","Couple","Yes",6400,0,3,"Documentary","Right","No"
"35","cust35","Yes","Male","Monterey",14,17,32,"Smart TV","Single","Yes",4300,0,2,"Comedy","Left","No"
"36","cust36","No","Male","Sonoma",2,19,32,"Mobile","Family","Yes",3400,3,5,"Horror","Left","No"
"37","cust37","Yes","Male","Napa",16,17,23,"Smart TV","Couple","Yes",6100,0,3,"Comedy","Left","No"
"38","cust38","Yes","Male","Santa Barbara",9,4,18,"Mobile","Single","Yes",5900,0,3,"Documentary","Left","No"
"39","cust39","Yes","Female","Trinity",16,7,30,"Mobile","Couple","Yes",5500,0,5,"Drama","Left","No"
"40","cust40","No","Male","Napa",2,13,26,"Desktop","Single","No",6300,0,5,"Horror","Right","No"
"41","cust41","Yes","Male","Napa",11,15,35,"Mobile","Family","Yes",6700,0,3,"Drama","Right","No"
"42","cust42","Yes","Male","Sonoma",8,14,33,"Desktop","Family","No",3100,4,4,"Action","Left","Yes"
"43","cust43","Yes","Male","Kings",12,20,31,"Smart TV","Couple","Yes",4900,0,3,"Action","Center","Yes"
"44","cust44","Yes","Male","Trinity",18,5,33,"Desktop","Single","Yes",5500,0,5,"Action","Center","Yes"
"45","cust45","Yes","Female","Los Angeles",17,20,39,"Smart TV","Couple","Yes",6300,0,5,"Drama","Right","No"
"46","cust46","No","Female","Santa Barbara",14,7,27,"Smart TV","Family","No",5900,0,5,"Comedy","Left","No"
"47","cust47","Yes","Male","Napa",17,16,29,"Mobile","Single","No",6400,0,3,"Drama","Center","No"
"48","cust48","No","Female","Kings",1,16,25,"Mobile","Family","Yes",4800,0,4,"Comedy","Left","No"
"49","cust49","No","Male","Napa",4,8,33,"Mobile","Couple","Yes",6500,0,3,"Horror","Center","No"
"50","cust50","Yes","Female","Sonoma",5,8,38,"Smart TV","Couple","No",3300,4,5,"Documentary","Left","Yes"
"51","cust51","Yes","Male","Sonoma",18,5,30,"Mobile","Couple","No",3000,3,3,"Action","Left","Yes"
"52","cust52","Yes","Female","Sonoma",18,12,33,"Smart TV","Shared Subs","No",3000,6,5,"Comedy","Left","No"
"53","cust53","Yes","Female","Kings",15,11,29,"Desktop","Single","Yes",4800,0,4,"Drama","Left","No"
"54","cust54","Yes","Male","San Diego",19,16,38,"Desktop","Couple","Yes",5800,0,2,"Action","Center","Yes"
"55","cust55","No","Male","Monterey",11,3,28,"Mobile","Single","Yes",3900,1,3,"Comedy","Left","No"
"56","cust56","No","Female","Los Angeles",4,7,24,"Desktop","Couple","Yes",6200,0,3,"Comedy","Center","No"
"57","cust57","Yes","Male","San Diego",14,17,29,"Desktop","Shared Subs","No",5800,0,5,"Horror","Left","No"
"58","cust58","Yes","Male","Los Angeles",9,3,26,"Desktop","Couple","Yes",6000,0,4,"Documentary","Left","Yes"
"59","cust59","Yes","Male","Napa",17,11,25,"Smart TV","Couple","Yes",6000,0,3,"Documentary","Left","Yes"
"60","cust60","Yes","Male","Los Angeles",6,8,30,"Desktop","Couple","No",6000,0,3,"Documentary","Left","Yes"
"61","cust61","Yes","Male","Kings",10,4,30,"Mobile","Single","No",4900,1,3,"Documentary","Left","Yes"
"62","cust62","Yes","Female","Los Angeles",11,20,34,"Mobile","Family","Yes",6600,0,1,"Comedy","Center","No"
"63","cust63","Yes","Male","San Diego",18,17,26,"Desktop","Couple","No",5900,0,3,"Horror","Left","No"
"64","cust64","Yes","Male","Los Angeles",18,10,18,"Mobile","Single","Yes",5600,0,2,"Horror","Center","No"
"65","cust65","Yes","Male","Sonoma",15,19,27,"Desktop","Single","No",3000,6,4,"Drama","Left","No"
"66","cust66","Yes","Female","Santa Barbara",13,12,24,"Mobile","Single","Yes",5600,0,5,"Drama","Left","No"
"67","cust67","Yes","Female","Sonoma",9,4,28,"Desktop","Single","No",3200,5,3,"Documentary","Left","Yes"
"68","cust68","No","Male","Monterey",20,4,19,"Desktop","Shared Subs","Yes",3600,2,3,"Comedy","Left","No"
"69","cust69","Yes","Male","Trinity",16,12,28,"Desktop","Single","Yes",5200,0,3,"Documentary","Left","Yes"
"70","cust70","Yes","Male","San Diego",5,16,26,"Mobile","Couple","Yes",5500,0,3,"Documentary","Left","Yes"
"71","cust71","Yes","Female","Napa",7,5,27,"Desktop","Single","No",6400,0,5,"Drama","Center","No"
"72","cust72","Yes","Male","Kings",9,6,31,"Mobile","Shared Subs","Yes",5000,0,1,"Documentary","Center","Yes"
"73","cust73","Yes","Female","Kings",14,4,29,"Smart TV","Couple","Yes",4600,1,5,"Documentary","Left","Yes"
"74","cust74","No","Female","Monterey",12,1,27,"Mobile","Family","Yes",4000,2,1,"Comedy","Left","No"
"75","cust75","Yes","Male","Trinity",19,10,21,"Desktop","Single","No",5200,0,1,"Documentary","Left","No"
"76","cust76","Yes","Male","San Diego",15,4,35,"Mobile","Couple","No",5900,0,3,"Action","Center","Yes"
"77","cust77","Yes","Male","Napa",16,11,35,"Desktop","Couple","Yes",6700,0,3,"Documentary","Center","Yes"
"78","cust78","No","Female","San Diego",13,1,26,"Smart TV","Single","Yes",5900,0,5,"Horror","Left","No"
"79","cust79","No","Male","San Fransisco",1,7,26,"Mobile","Couple","Yes",6700,0,5,"Horror","Right","No"
"80","cust80","Yes","Male","Santa Barbara",8,13,32,"Desktop","Couple","Yes",5800,0,3,"Action","Left","Yes"
"81","cust81","Yes","Male","Los Angeles",14,18,32,"Desktop","Family","Yes",6300,0,4,"Action","Center","Yes"
"82","cust82","Yes","Male","Trinity",19,12,23,"Desktop","Shared Subs","Yes",5600,0,2,"Comedy","Center","No"
"83","cust83","Yes","Male","Trinity",18,0,29,"Smart TV","Couple","Yes",5600,0,1,"Documentary","Left","Yes"
"84","cust84","Yes","Male","Napa",15,18,23,"Smart TV","Shared Subs","No",6400,0,3,"Comedy","Center","No"
"85","cust85","No","Male","Santa Barbara",11,1,28,"Desktop","Couple","No",6200,0,4,"Horror","Left","No"
"86","cust86","No","Female","San Diego",4,2,29,"Mobile","Family","Yes",5500,0,5,"Comedy","Left","No"
"87","cust87","No","Male","Monterey",11,14,32,"Mobile","Couple","No",4300,1,1,"Comedy","Center","Yes"
"88","cust88","Yes","Male","Trinity",15,2,34,"Smart TV","Single","Yes",5700,0,4,"Documentary","Left","Yes"
"89","cust89","Yes","Female","Monterey",16,16,21,"Mobile","Family","Yes",4100,1,5,"Drama","Left","No"
"90","cust90","Yes","Female","Sonoma",4,6,41,"Mobile","Couple","Yes",3600,3,5,"Drama","Left","Yes"
"91","cust91","No","Male","Los Angeles",4,8,24,"Smart TV","Single","No",5900,0,3,"Horror","Left","No"
"92","cust92","No","Female","Monterey",8,1,26,"Mobile","Couple","No",4000,1,5,"Horror","Left","No"
"93","cust93","Yes","Female","Monterey",19,16,26,"Mobile","Family","Yes",3900,2,1,"Comedy","Left","No"
"94","cust94","Yes","Female","Los Angeles",16,8,23,"Desktop","Couple","Yes",6000,0,3,"Horror","Left","No"
"95","cust95","No","Male","Los Angeles",5,17,27,"Desktop","Couple","No",5900,0,2,"Horror","Center","No"
"96","cust96","Yes","Female","Trinity",16,7,36,"Mobile","Couple","Yes",5900,0,3,"Drama","Left","No"
"97","cust97","No","Female","Napa",12,1,23,"Smart TV","Couple","No",6200,0,2,"Comedy","Left","No"
"98","cust98","Yes","Female","San Fransisco",7,16,33,"Mobile","Couple","Yes",6800,0,5,"Comedy","Center","Yes"
"99","cust99","No","Female","Trinity",9,10,26,"Mobile","Couple","Yes",5200,0,1,"Horror","Left","No"
"100","cust100","Yes","Female","Sonoma",12,16,40,"Mobile","Couple","Yes",3500,4,1,"Documentary","Left","Yes"
"101","cust101","Yes","Female","Monterey",7,4,18,"Mobile","Shared Subs","Yes",3900,2,2,"Drama","Left","No"
"102","cust102","Yes","Female","Santa Barbara",13,14,25,"Mobile","Couple","No",5700,0,5,"Comedy","Left","No"
"103","cust103","Yes","Male","Los Angeles",15,17,28,"Desktop","Couple","Yes",6100,0,3,"Documentary","Center","Yes"
"104","cust104","No","Female","Los Angeles",1,4,29,"Smart TV","Family","Yes",6300,0,5,"Comedy","Center","No"
"105","cust105","Yes","Male","Trinity",15,17,32,"Desktop","Single","Yes",5600,0,4,"Action","Left","Yes"
"106","cust106","Yes","Female","Trinity",6,17,39,"Desktop","Single","No",5800,0,5,"Documentary","Center","Yes"
"107","cust107","Yes","Female","Sonoma",17,15,19,"Mobile","Shared Subs","Yes",2700,5,5,"Drama","Left","No"
"108","cust108","Yes","Male","Sonoma",10,11,34,"Mobile","Single","No",3000,6,3,"Action","Left","Yes"
"109","cust109","Yes","Male","Los Angeles",9,8,22,"Mobile","Couple","Yes",5700,0,3,"Drama","Center","No"
"110","cust110","Yes","Female","Santa Barbara",19,17,25,"Mobile","Shared Subs","No",6000,0,5,"Drama","Left","No"
"111","cust111","Yes","Female","San Diego",19,20,18,"Desktop","Shared Subs","Yes",5300,0,3,"Horror","Left","No"
"112","cust112","Yes","Female","Santa Barbara",16,11,19,"Smart TV","Shared Subs","Yes",5700,0,4,"Horror","Left","No"
"113","cust113","Yes","Male","Los Angeles",13,8,31,"Mobile","Family","No",6200,0,4,"Documentary","Center","Yes"
"114","cust114","Yes","Female","Ventura",18,12,29,"Desktop","Family","No",5300,0,5,"Horror","Left","No"
"115","cust115","Yes","Female","Los Angeles",18,14,32,"Desktop","Couple","No",6200,0,5,"Documentary","Center","Yes"
"116","cust116","Yes","Female","Sonoma",10,10,23,"Mobile","Shared Subs","Yes",3200,4,5,"Drama","Left","No"
"117","cust117","Yes","Female","Kings",12,16,34,"Mobile","Couple","Yes",4700,1,5,"Comedy","Left","No"
"118","cust118","Yes","Female","Monterey",19,9,24,"Smart TV","Family","No",3700,2,1,"Comedy","Left","No"
"119","cust119","No","Male","Monterey",7,3,36,"Mobile","Shared Subs","Yes",4500,1,4,"Comedy","Left","Yes"
"120","cust120","Yes","Male","Los Angeles",5,5,34,"Mobile","Single","Yes",6500,0,5,"Action","Center","Yes"
"121","cust121","Yes","Male","Los Angeles",3,16,23,"Smart TV","Family","Yes",6300,0,2,"Documentary","Right","Yes"
"122","cust122","Yes","Male","Los Angeles",10,20,30,"Desktop","Shared Subs","No",6200,0,3,"Documentary","Center","Yes"
"123","cust123","Yes","Male","Trinity",16,18,28,"Mobile","Couple","No",5500,0,3,"Action","Center","Yes"
"124","cust124","Yes","Male","Ventura",14,1,24,"Desktop","Couple","No",5200,0,3,"Documentary","Left","No"
"125","cust125","Yes","Male","Monterey",0,2,30,"Smart TV","Shared Subs","No",4400,0,5,"Action","Left","Yes"
"126","cust126","No","Female","Kings",14,7,31,"Desktop","Family","No",4900,0,1,"Horror","Left","No"
"127","cust127","Yes","Male","Kings",8,8,31,"Desktop","Couple","No",4800,1,5,"Action","Left","Yes"
"128","cust128","Yes","Female","Sonoma",8,6,28,"Mobile","Family","Yes",3100,4,5,"Documentary","Left","No"
"129","cust129","Yes","Male","Monterey",17,1,24,"Mobile","Shared Subs","Yes",4000,2,3,"Documentary","Left","Yes"
"130","cust130","Yes","Female","Monterey",13,7,29,"Mobile","Couple","Yes",3900,1,5,"Drama","Left","No"
"131","cust131","Yes","Female","Napa",4,19,26,"Mobile","Couple","No",6400,0,1,"Drama","Center","No"
"132","cust132","Yes","Male","Kings",2,3,26,"Desktop","Family","Yes",4600,1,2,"Documentary","Left","Yes"
"133","cust133","No","Female","Los Angeles",0,12,27,"Mobile","Shared Subs","Yes",6300,0,3,"Horror","Center","No"
"134","cust134","Yes","Female","San Diego",12,17,29,"Mobile","Couple","Yes",5500,0,1,"Comedy","Center","No"
"135","cust135","Yes","Male","Kings",17,17,27,"Desktop","Family","Yes",4800,0,3,"Documentary","Left","Yes"
"136","cust136","No","Female","Monterey",3,6,22,"Mobile","Shared Subs","No",3800,2,5,"Horror","Left","No"
"137","cust137","Yes","Male","Los Angeles",11,3,34,"Smart TV","Shared Subs","Yes",6300,0,4,"Drama","Center","No"
"138","cust138","No","Female","Sonoma",14,4,33,"Mobile","Single","Yes",3200,5,1,"Comedy","Left","No"
"139","cust139","Yes","Male","Kings",12,18,33,"Mobile","Couple","Yes",4600,0,4,"Action","Left","Yes"
"140","cust140","Yes","Female","Ventura",6,1,29,"Desktop","Couple","No",5000,0,3,"Drama","Left","No"
"141","cust141","No","Male","Trinity",18,4,23,"Mobile","Shared Subs","Yes",5000,0,4,"Comedy","Left","No"
"142","cust142","Yes","Female","Trinity",17,18,23,"Smart TV","Family","Yes",5500,0,3,"Horror","Left","No"
"143","cust143","Yes","Female","Monterey",1,16,38,"Desktop","Couple","Yes",4500,0,5,"Drama","Left","No"
"144","cust144","Yes","Female","Los Angeles",19,14,24,"Desktop","Shared Subs","No",6100,0,5,"Drama","Left","No"
"145","cust145","Yes","Male","Kings",8,3,33,"Smart TV","Couple","No",4700,0,4,"Action","Left","Yes"
"146","cust146","Yes","Male","Monterey",10,8,26,"Mobile","Couple","Yes",4200,1,2,"Documentary","Left","Yes"
"147","cust147","No","Female","Sonoma",0,10,26,"Mobile","Family","No",3200,4,4,"Horror","Left","No"
"148","cust148","Yes","Male","Sonoma",18,6,32,"Desktop","Family","No",3200,4,2,"Drama","Left","No"
"149","cust149","No","Female","San Fransisco",9,2,27,"Desktop","Family","Yes",6700,0,5,"Comedy","Center","No"
"150","cust150","Yes","Female","Napa",19,19,18,"Mobile","Single","No",6000,0,3,"Drama","Left","No"
"151","cust151","Yes","Female","Sonoma",5,5,24,"Mobile","Family","No",3200,2,5,"Drama","Left","No"
"152","cust152","Yes","Male","Kings",13,5,24,"Smart TV","Couple","No",4400,1,1,"Documentary","Left","No"
"153","cust153","Yes","Female","Ventura",12,17,26,"Smart TV","Couple","Yes",5000,0,3,"Drama","Left","No"
"154","cust154","Yes","Male","Los Angeles",8,2,32,"Smart TV","Family","No",6100,0,4,"Action","Center","Yes"
"155","cust155","No","Female","Los Angeles",7,20,20,"Smart TV","Single","No",5800,0,3,"Horror","Left","No"
"156","cust156","No","Male","Los Angeles",11,3,36,"Mobile","Shared Subs","Yes",6100,0,5,"Horror","Right","No"
"157","cust157","Yes","Male","Ventura",18,7,38,"Desktop","Shared Subs","Yes",5500,0,5,"Action","Center","Yes"
"158","cust158","Yes","Female","San Fransisco",8,19,32,"Mobile","Couple","Yes",6600,0,5,"Horror","Center","No"
"159","cust159","No","Female","Los Angeles",6,4,27,"Desktop","Single","Yes",6100,0,4,"Horror","Left","No"
"160","cust160","No","Female","Santa Barbara",6,0,26,"Desktop","Family","No",5800,0,3,"Horror","Left","No"
"161","cust161","Yes","Male","Santa Barbara",0,1,30,"Desktop","Shared Subs","Yes",6100,0,3,"Documentary","Left","Yes"
"162","cust162","Yes","Male","Napa",9,4,33,"Mobile","Couple","No",6500,0,4,"Documentary","Right","Yes"
"163","cust163","Yes","Male","Monterey",8,3,21,"Mobile","Couple","Yes",3800,1,4,"Documentary","Left","No"
"164","cust164","Yes","Male","Los Angeles",16,2,37,"Mobile","Shared Subs","No",6400,0,3,"Action","Center","Yes"
"165","cust165","Yes","Male","Ventura",13,19,32,"Mobile","Shared Subs","Yes",5100,0,3,"Drama","Left","No"
"166","cust166","Yes","Male","Los Angeles",2,19,27,"Smart TV","Shared Subs","Yes",5900,0,2,"Documentary","Left","Yes"
"167","cust167","No","Female","Napa",1,1,29,"Mobile","Family","Yes",6500,0,5,"Comedy","Right","No"
"168","cust168","Yes","Male","Monterey",7,11,24,"Mobile","Family","Yes",4300,1,2,"Documentary","Left","Yes"
"169","cust169","No","Male","Monterey",18,11,30,"Mobile","Couple","No",4300,1,3,"Horror","Left","No"
"170","cust170","No","Male","Monterey",10,1,30,"Desktop","Family","Yes",4200,1,3,"Horror","Left","No"
"171","cust171","No","Male","Kings",10,2,32,"Desktop","Couple","Yes",5000,0,3,"Horror","Center","No"
"172","cust172","Yes","Male","Monterey",1,9,38,"Mobile","Family","Yes",4500,1,4,"Action","Left","Yes"
"173","cust173","No","Female","Monterey",14,2,39,"Desktop","Couple","No",4400,0,5,"Comedy","Center","Yes"
"174","cust174","No","Male","Sonoma",3,20,24,"Mobile","Couple","Yes",2900,5,3,"Horror","Left","No"
"175","cust175","Yes","Male","Monterey",1,5,41,"Desktop","Family","Yes",4100,1,5,"Documentary","Center","Yes"
"176","cust176","Yes","Male","Monterey",4,18,35,"Desktop","Couple","No",4400,1,3,"Documentary","Left","Yes"
"177","cust177","Yes","Female","Kings",10,6,21,"Mobile","Single","No",4600,0,3,"Drama","Left","No"
"178","cust178","Yes","Female","San Fransisco",11,13,35,"Desktop","Couple","Yes",6900,0,5,"Horror","Center","No"
"179","cust179","Yes","Male","Santa Barbara",5,18,22,"Mobile","Shared Subs","No",5600,0,3,"Documentary","Left","Yes"
"180","cust180","Yes","Male","Trinity",7,9,32,"Mobile","Single","Yes",5500,0,3,"Documentary","Center","Yes"
"181","cust181","No","Female","Monterey",0,11,33,"Mobile","Family","Yes",4000,1,5,"Horror","Left","No"
"182","cust182","No","Female","Los Angeles",8,5,19,"Mobile","Shared Subs","No",6100,0,3,"Horror","Center","No"
"183","cust183","Yes","Male","Los Angeles",15,13,28,"Mobile","Couple","No",6400,0,4,"Comedy","Center","No"
"184","cust184","No","Female","Sonoma",10,8,28,"Mobile","Single","Yes",2800,6,5,"Horror","Left","No"
"185","cust185","Yes","Male","Los Angeles",13,4,28,"Mobile","Couple","No",5900,0,3,"Documentary","Left","Yes"
"186","cust186","Yes","Female","Sonoma",4,10,28,"Mobile","Single","No",3200,5,3,"Drama","Left","No"
"187","cust187","Yes","Male","San Diego",17,7,29,"Desktop","Shared Subs","No",5900,0,3,"Documentary","Left","Yes"
"188","cust188","Yes","Male","Napa",11,16,32,"Mobile","Single","No",6500,0,4,"Action","Center","Yes"
"189","cust189","Yes","Male","Napa",19,7,30,"Mobile","Shared Subs","Yes",6200,0,3,"Action","Center","Yes"
"190","cust190","Yes","Female","Monterey",12,13,35,"Mobile","Shared Subs","Yes",4400,1,5,"Drama","Center","No"
"191","cust191","Yes","Female","Monterey",0,1,32,"Mobile","Family","No",4300,1,5,"Documentary","Left","Yes"
"192","cust192","Yes","Male","Sonoma",6,14,32,"Mobile","Family","Yes",3100,3,3,"Documentary","Left","Yes"
"193","cust193","Yes","Male","Monterey",15,3,25,"Desktop","Couple","No",3900,2,3,"Drama","Left","No"
"194","cust194","Yes","Female","Napa",15,19,29,"Mobile","Couple","No",6600,0,5,"Horror","Right","No"
"195","cust195","Yes","Female","Napa",8,14,26,"Mobile","Family","No",6300,0,5,"Documentary","Center","No"
"196","cust196","Yes","Female","Los Angeles",17,9,36,"Mobile","Shared Subs","Yes",6400,0,5,"Documentary","Right","Yes"
"197","cust197","Yes","Male","Los Angeles",13,8,28,"Mobile","Shared Subs","No",6400,0,3,"Horror","Center","No"
"198","cust198","Yes","Male","Sonoma",5,4,30,"Smart TV","Family","Yes",3300,3,2,"Drama","Left","No"
"199","cust199","No","Female","San Diego",7,15,30,"Smart TV","Couple","No",6100,0,3,"Comedy","Left","No"
"200","cust200","Yes","Male","Los Angeles",15,19,18,"Desktop","Shared Subs","No",5600,0,2,"Horror","Left","No"
"201","cust201","Yes","Male","Sonoma",2,5,28,"Smart TV","Couple","Yes",2800,6,3,"Drama","Left","No"
"202","cust202","Yes","Male","Monterey",9,15,26,"Mobile","Couple","Yes",3900,2,3,"Documentary","Left","No"
"203","cust203","No","Male","Los Angeles",1,20,28,"Mobile","Couple","No",6300,0,2,"Comedy","Center","No"
"204","cust204","Yes","Male","Sonoma",19,10,36,"Desktop","Family","Yes",3000,3,3,"Drama","Left","No"
"205","cust205","Yes","Male","Sonoma",0,15,29,"Mobile","Couple","Yes",3300,3,3,"Action","Left","Yes"
"206","cust206","Yes","Female","Napa",20,9,27,"Mobile","Family","No",6400,0,5,"Drama","Center","No"
"207","cust207","Yes","Male","Los Angeles",11,13,34,"Mobile","Single","No",6300,0,3,"Comedy","Right","Yes"
"208","cust208","No","Female","Los Angeles",5,4,33,"Mobile","Couple","Yes",6400,0,5,"Horror","Center","No"
"209","cust209","No","Female","Trinity",19,3,30,"Desktop","Family","Yes",5400,0,5,"Horror","Left","No"
"210","cust210","Yes","Female","Napa",4,3,28,"Smart TV","Shared Subs","Yes",6300,0,3,"Documentary","Right","No"
"211","cust211","Yes","Male","Kings",20,5,22,"Desktop","Single","No",4700,1,3,"Drama","Center","No"
"212","cust212","Yes","Female","Kings",14,11,35,"Mobile","Single","No",5100,0,5,"Drama","Left","No"
"213","cust213","Yes","Male","San Fransisco",16,16,26,"Mobile","Couple","Yes",6700,0,2,"Documentary","Right","Yes"
"214","cust214","No","Female","Napa",1,10,24,"Mobile","Single","Yes",6400,0,5,"Comedy","Center","No"
"215","cust215","Yes","Male","Sonoma",9,3,26,"Mobile","Couple","Yes",3100,3,4,"Documentary","Left","Yes"
"216","cust216","Yes","Male","Napa",18,1,21,"Mobile","Couple","No",6400,0,1,"Horror","Center","No"
"217","cust217","No","Male","Ventura",15,5,33,"Mobile","Single","No",5400,0,3,"Comedy","Left","No"
"218","cust218","Yes","Female","Monterey",18,4,28,"Desktop","Single","Yes",4300,1,1,"Documentary","Left","No"
"219","cust219","Yes","Male","Napa",15,5,32,"Smart TV","Couple","Yes",6600,0,5,"Documentary","Center","Yes"
"220","cust220","No","Female","Sonoma",8,2,37,"Mobile","Couple","Yes",3400,3,5,"Horror","Left","No"
"221","cust221","Yes","Male","Sonoma",14,12,28,"Mobile","Couple","Yes",3000,3,1,"Action","Left","Yes"
"222","cust222","Yes","Male","Los Angeles",3,13,23,"Mobile","Single","Yes",6300,0,2,"Documentary","Center","No"
"223","cust223","Yes","Male","Napa",18,7,29,"Desktop","Shared Subs","Yes",6600,0,2,"Documentary","Center","Yes"
"224","cust224","Yes","Female","Monterey",5,14,35,"Mobile","Couple","Yes",4100,1,3,"Drama","Left","No"
"225","cust225","Yes","Male","Napa",10,17,33,"Mobile","Single","Yes",6700,0,4,"Horror","Center","No"
"226","cust226","Yes","Female","Napa",14,0,23,"Desktop","Single","No",6100,0,5,"Drama","Left","No"
"227","cust227","Yes","Female","Monterey",16,19,26,"Mobile","Family","Yes",4100,2,5,"Horror","Left","No"
"228","cust228","Yes","Female","Sonoma",2,2,26,"Mobile","Single","No",3000,6,3,"Drama","Left","No"
"229","cust229","Yes","Male","Sonoma",16,4,25,"Mobile","Family","Yes",3100,5,3,"Comedy","Left","No"
"230","cust230","Yes","Female","Napa",14,12,20,"Desktop","Couple","No",6200,0,1,"Horror","Left","No"
"231","cust231","Yes","Female","Monterey",20,7,28,"Mobile","Couple","No",4100,1,5,"Drama","Left","No"
"232","cust232","Yes","Male","Monterey",9,1,25,"Mobile","Shared Subs","Yes",3900,1,3,"Documentary","Left","Yes"
"233","cust233","Yes","Female","Monterey",15,3,29,"Mobile","Family","No",3900,1,5,"Documentary","Left","Yes"
"234","cust234","Yes","Male","Kings",10,18,28,"Mobile","Couple","No",4800,0,5,"Drama","Left","No"
"235","cust235","Yes","Female","Los Angeles",13,17,32,"Desktop","Single","No",6400,0,3,"Horror","Center","No"
"236","cust236","Yes","Female","Monterey",1,4,23,"Smart TV","Couple","Yes",3900,1,3,"Drama","Left","No"
"237","cust237","Yes","Female","Santa Barbara",19,1,23,"Mobile","Single","No",6100,0,5,"Horror","Center","No"
"238","cust238","No","Female","Sonoma",1,6,31,"Mobile","Family","No",3300,5,5,"Horror","Left","No"
"239","cust239","Yes","Male","San Diego",9,18,18,"Mobile","Shared Subs","Yes",5200,0,1,"Documentary","Left","No"
"240","cust240","Yes","Male","Los Angeles",10,11,27,"Desktop","Single","No",6200,0,4,"Documentary","Center","Yes"
